,headline,clicks,impressions,click_rate,processed_headline_nostpw,processed_headline_stpw,headline_tokens,entities
1610,forget ice dancing bobsled racing literally walks metal beams day ,33.0,3063.0,92.81818181818181,forget ice dancing bobsled racing literally walks metal beams day,forget ice dancing bobsled racing literally walks metal beams day ,forget ice dancing bobsled racing literally walks metal beams day ,[racing]
1611,big front lawn great croquet general good ,27.0,2232.0,82.66666666666667,big front lawn great croquet general good,big front lawn great croquet general good ,big front lawn great croquet general good ,[lawn]
1612,old school way sex that's kinda making come back,56.666666666666664,2831.3333333333335,49.964705882352945,old school way sex that's kinda making come back,old school way sex that's kinda making come back ,old school way sex that's kinda making come back,"[that, making]"
1613,russia's already gold medal darkest part year's olympic games,120.0,3293.0,27.441666666666666,russia's already gold medal darkest part year's olympic games,russia's already gold medal darkest part year's olympic games ,russia's already gold medal darkest part year's olympic games,[]
1614,russia's already gold medal darkest part sochi's olympic games,136.0,3252.0,23.91176470588235,russia's already gold medal darkest part sochi's olympic games,russia's already gold medal darkest part sochi's olympic games ,russia's already gold medal darkest part sochi's olympic games,[medal]
1615, years since artist done america time someone again ,97.5,2781.75,28.53076923076923,years since artist done america time someone, years since artist done america time someone again , years since artist done america time someone again ,[artist]
1616,french film showing men woman feels like kinda nails,215.0,3026.5,14.076744186046511,french film showing men woman feels like kinda nails,french film showing men woman feels like kinda nails ,french film showing men woman feels like kinda nails,[film]
1617,know good enough he'll tell ya ,45.75,3027.75,66.18032786885246,know good enough he'll tell ya,know good enough he'll tell ya ,know good enough he'll tell ya ,[he]
1618,debate vaccines looks super duper ridiculous see what's happened last years ms b,50.0,3065.0,61.3,debate vaccines looks super duper ridiculous see what's happened last years ms b,debate vaccines looks super duper ridiculous see what's happened last years ms b ,debate vaccines looks super duper ridiculous see what's happened last years ms b,"[vaccines, duper]"
1619,debate vaccines looks mighty absurd see what's happened last years,45.0,3027.0,67.26666666666667,debate vaccines looks mighty absurd see what's happened last years,debate vaccines looks mighty absurd see what's happened last years ,debate vaccines looks mighty absurd see what's happened last years,[vaccines]
1620,kind work used done men here's one woman who's changing that ,75.0,7577.0,101.02666666666667,kind work used done men here's one woman who's changing,kind work used done men here's one woman who's changing that ,kind work used done men here's one woman who's changing that ,"[work, woman, who]"
1621,reminder there's thing 'men's work' 'women's work ',96.0,7602.0,79.1875,reminder there's thing 'men's work' 'women's work ',reminder there's thing 'men's work' 'women's work ' ,reminder there's thing 'men's work' 'women's work ',[]
1622,normally women work here people saw story might change ,99.0,7587.0,76.63636363636364,normally women work people saw story might change,normally women work here people saw story might change ,normally women work here people saw story might change ,"[women, people, story]"
1623,meet woman walks metal beams day,53.0,7487.0,141.26415094339623,meet woman walks metal beams day,meet woman walks metal beams day ,meet woman walks metal beams day,[woman]
1624,breaking mold like football player can't easy definitely terrific,88.25,9067.25,102.74504249291785,breaking mold like football player can't easy definitely terrific,breaking mold like football player can't easy definitely terrific ,breaking mold like football player can't easy definitely terrific,[]
1625, monkeys paid unequally see happens next,197.0,3951.0,20.055837563451778,monkeys paid unequally see happens next, monkeys paid unequally see happens next , monkeys paid unequally see happens next,[monkeys]
1626,know never gets old jon stewart eviscerating ridiculous congressmen ,132.0,6820.0,51.666666666666664,know never gets old jon stewart eviscerating ridiculous congressmen,know never gets old jon stewart eviscerating ridiculous congressmen ,know never gets old jon stewart eviscerating ridiculous congressmen ,[]
1627,senator cruz gets jon stewart treatment,170.0,7263.0,42.72352941176471,senator cruz gets jon stewart treatment,senator cruz gets jon stewart treatment ,senator cruz gets jon stewart treatment,[cruz]
1628,talking straight hours easy eviscerated jon stewart five minutes unbearable ,193.0,6875.0,35.62176165803109,talking straight hours easy eviscerated jon stewart five minutes unbearable,talking straight hours easy eviscerated jon stewart five minutes unbearable ,talking straight hours easy eviscerated jon stewart five minutes unbearable ,[stewart]
1629,jon stewart one talking straight hours,131.0,6100.0,46.56488549618321,jon stewart one talking straight hours,jon stewart one talking straight hours ,jon stewart one talking straight hours,[]
1630,right world someone family could making six figures ,24.0,3820.0,159.16666666666666,right world someone family could making six figures,right world someone family could making six figures ,right world someone family could making six figures ,[family]
1631,here's pasta commercial gay people it company deserves publicity right ,47.0,2799.0,59.5531914893617,here's pasta commercial gay people company deserves publicity right,here's pasta commercial gay people it company deserves publicity right ,here's pasta commercial gay people it company deserves publicity right ,[company]
1632,here's gay friendly pasta commercial tolerance al dente,51.0,2670.0,52.35294117647059,here's gay friendly pasta commercial tolerance al dente,here's gay friendly pasta commercial tolerance al dente ,here's gay friendly pasta commercial tolerance al dente,[dente]
1633,hey barilla gay friendly pasta commercial hard ,46.0,2992.0,65.04347826086956,hey barilla gay friendly pasta commercial hard,hey barilla gay friendly pasta commercial hard ,hey barilla gay friendly pasta commercial hard ,[barilla]
1634,hey barilla pasta ad homosexual family bad take look ,57.0,3056.0,53.6140350877193,hey barilla pasta ad homosexual family bad take look,hey barilla pasta ad homosexual family bad take look ,hey barilla pasta ad homosexual family bad take look ,[pasta]
1635,here's gay bertolli pasta commercial deserve pasta publicity right ,43.0,2679.0,62.30232558139535,here's gay bertolli pasta commercial deserve pasta publicity right,here's gay bertolli pasta commercial deserve pasta publicity right ,here's gay bertolli pasta commercial deserve pasta publicity right ,[publicity]
