,headline
12600,i missed this episode of oprah about racism because i was in first grade in luckily youtube 
12601,her girlfriend never tells her how her day went there s a good reason for that 
12602,seeing a chimpanzee mourn his best friend makes me believe chimps are like people 
12603,when he meets his first child i cheer when he gets to his second i almost lose it 
12604,ellen page and degeneres combine their ellen powers to bring us this inspiring clip about being gay 
12605,a genius piece of art forces drone pilots to see who s down below 
12606,never before have i laughed so hard at one guy s non attempt to save the planet 
12607,can we put this chart in every public restroom cause that would be wonderful 
12608,he made an app to change the world only to realize that it makes things worse so much worse 
12609,when a dude says to her that maybe she s asking for it she has a pretty perfect response 
12610,when people say if you don t like it here go to another country i d love to offer this one 
12611,being a tough guy is exhausting when you hear this actor explain it it totally makes sense 
12612,ever hear that really catchy song home watch these girls sing a heart breaking cover of it 
12613,john oliver goes off on an epic fact checked rant for minutes that you probably need to watch 
12614,so you re not sure if you should ever use the word gay here s the handiest flow chart ever 
12615,you ll never guess what or maybe who changed matt damon s perspective on poverty 
12616,this dad has a message to the boys who want to date his daughter addendum also the girls 
12617,this dad has a message to the boys who want to date his daughter addendum also the girls 
12618, really engaging images about minimum wage 
